nom_produit;prix_achat_ht;stock_actuel;etat
"PACK DE TRAITEMENT AZELAIC - MCCM";58.800000;11;Activé
"PACK MANDELIQUE (Permet de lisser les rides,de resserer les pores et de raffermir la peau)";0.000000;0;Désactivé
"PACK MANDELIQUE - MCCM";37.200000;2;Activé
"PACK MESO WITHENING  - MCCM";84.500000;12;Activé
"PACK PEELING GLYCOLIQUE 30% - MCCM : Excellent catalyseur pour rajeunir la peau";37.200000;21;Activé
"PACK PLATINUM - MCCM";94.500000;1;Activé
"PACK PROTEOHYDRA - MCCM";59.000000;0;Activé
"PACK SMART ANTIAGE - MCCM";126.600000;1;Activé
"PDRN + HYALURONIC ACID 1% 5x5ml - MCCM";65.400000;14;Activé
"PDRN + HYALURONIC ACID 2% 5x5ml - MCCM";71.400000;17;Activé
"PDRN 5x1500 U.I. - MCCM";79.500000;3;Activé
"PEELING  GLYCOLIQUE  -  SIMILDIET";27.230000;10;Activé
"PEELING ACIDE GLYCOLIQUE 30% 100ML - MCCM";33.420000;10;Activé
"PEELING ACIDE LACTIQUE 45% - 100ML";25.320000;8;Activé
"PEELING ACIDE MANDELIQUE 35% 100 ML - MCCM";34.740000;7;Activé
"PEELING ACIDE MANDELIQUE 45% 100 ML - MCCM";31.230000;8;Activé
"PEELING ACIDE SALICYLIQUE 15 % 100ML - MCCM";25.860000;13;Activé
"PEELING ACIDE SALICYLIQUE 20% 100 ML - MCCM";26.940000;12;Activé
"PEELING ACIDE TRANEXAMIQUE T50T35 - MCCM";91.200000;0;Désactivé
"PEELING ANTIAGE 100 ML - MCCM";46.440000;10;Activé
"PEELING AZELAIC 60ML - SIMILDIET";27.230000;16;Activé
"PEELING AZELAIQUE 25% -100ML - MCCM";33.420000;2;Activé
"PEELING GLUTATHION 100ml - MCCM";42.600000;12;Activé
"PEELING JESSNER  100 ML - MCCM";39.540000;15;Activé
"Peeling K33P - MCCM";96.600000;10;Activé
"PEELING LACTIC ACID 45% - MCCM";25.320000;13;Activé
"PEELING LIFTING  (Biorevitalisation) 100 ML - MCCM";58.140000;1;Activé
"PEELING MANDELIC (MESOPEEL MANDELIC 50%) - SIMILDIET";27.230000;27;Activé
"PEELING PYRUVIQUE 20% 100 ML - MCCM";37.200000;10;Activé
"PEELING TCA 10% + retinoic acid 10% - PURPLE PEEL 1";31.200000;0;Activé
"PEELING TCA 15% + retinoic acid 25% - PURPLE PEEL 2";37.740000;0;Activé
"PEELING TCA 20% + retinoic acid 35% - PURPLE PEEL 4 (MCCM)";40.740000;0;Activé
"PERFECTHA COMPLEMENT";4.950000;0;Désactivé
"PERFECTHA DEEP";4.950000;0;Désactivé
"PERFECTHA DERM";4.950000;0;Désactivé
"PERFECTHA FINE LINES";4.950000;0;Désactivé
"PERFECTHA SUBSKIN";4.950000;0;Désactivé
"Performances des cellules XR";0.000000;0;Désactivé
"PhilArt - POLYPHIL -  Croma polynucleotides 1x2ml";67.950000;1;Activé
"PhilArt Eye -Polyphil Eye- Croma 2ml";71.950000;8;Activé
"PhilArt Hair - Polyphil Hair -Croma 2ml";71.950000;9;Activé
"PhilArt Next - Polyphil Next - Croma 2 ml - Booster de Peau";79.950000;3;Activé
"PHOSPHATIDYLCHOLINE 5% (10x5ml)";0.000000;0;Désactivé
"Phosphatidylcholine 5% 100 x 2ml - MCCM";89.940000;0;Activé
"Phosphatidylcholine 5% 100 x 5ml - MCCM";119.940000;0;Désactivé
"Phosphatidylcholine 5% 20 x 5ml - MCCM";38.400000;11;Activé
"PINK INTIMATE SYSTEM PEELING 1x3ml";202.300000;0;Désactivé
"Post Peeling Mask – MCCM";30.120000;8;Activé
"POST-PEEL 300 ML - SIMILCARE FROM SIMILDIET";23.220000;26;Activé
"POST-PEEL 50 ML - SIMILCARE FROM SIMILDIET";8.690000;11;Activé
"PQ AGE ÉVOLUTION";156.000000;0;Désactivé
"PRE-PEEL LOTION DEGRAISSANTE 400 ML - SIMILDIET";13.930000;16;Activé
"Premium BTX (5X10 ml) - INFINI";0.000000;0;Activé
"Premium Meso N-HA - INFINI (5x10ml)";70.490000;0;Activé
"Profhilo Body Kit - IBSA";170.000000;2;Activé
"Profhilo h+L";58.500000;59;Activé
"Profhilo Structura Acide Hyaluronique IBSA 2ml";117.000000;7;Activé
"PRX-T Lady KIT WIQO - Traitement Médical Innovant pour l'Éclaircissement des Zones Intimes";129.949999;1;Activé
"PRX-Therapy Kit WIQO - Solution Complète de Soins Post-Traitement Esthétique";49.950000;16;Activé
"Pure HA 4 x 1ml - Croma";24.000000;0;Activé
"RADIESSE (1x0,8ml)";0.000000;0;Désactivé
"RADIESSE (1x1.5ml)";90.000000;16;Activé
"RADIESSE (1x3ml)";180.000000;9;Activé
"RADIESSE 1.5ml Lidocaine";92.000000;36;Activé
"Red Peel 1 - MCCM";27.540000;0;Activé
"Red Peel 3 - MCCM";31.800000;0;Activé
"Red Peel 5 - MCCM";37.200000;0;Activé
"Redness Peel 30ml - INNOAESTHETICS";33.000000;0;Activé
"Redness-ID 4x2,5ml - INNOAESTHETICS";45.830000;0;Désactivé
"REGENERATOR CRÈME";0.000000;0;Désactivé
"Remedium Ha+ 5x10ml (Hyaluronidase 1500 UI) - INFINI";11.550000;0;Activé
"Restructurer 4x5ml - INNOAESTHETICS";19.680000;18;Activé
"RESTYLANE 1x1ml - GALDERMA";66.959999;-2;Activé
"RESTYLANE DEYFINE lido (1x1ml)";66.959999;14;Activé
"RESTYLANE Eyelight 0,5ml - GALDERMA";49.730000;4;Activé
"RESTYLANE FYNESSE 1x1ml - GALDERMA";60.940000;0;Désactivé
"Restylane Kysse Lidocaine  (1 X 1ML)";62.950000;-5;Activé
"RESTYLANE KYSSE lidocaine (1x1ml)";62.950000;-11;Activé
"RESTYLANE Lidocaïne (1x1ml)";58.000000;9;Activé
"RESTYLANE Lyft 1x1ml - GALDERMA";73.030000;0;Activé
"RESTYLANE Lyft Lidocaïne (1x1ml)";62.950000;2;Activé
"RESTYLANE REFYNE lidocaine (1x1ml)";60.940000;4;Activé
"RESTYLANE SKINBOOSTER Lidocaïne (1x1ml)";47.760000;9;Activé
"RESTYLANE SKINBOOSTERS Vital Light lidocaine 1x1ml";47.760000;14;Activé
"RESTYLANE Vital skinbooster (1X1ml)";47.760000;0;Désactivé
"RESTYLANE VOLYME Lidocaine (1x1ml)";62.950000;12;Activé
"Restylanes injectable filler Lyft lidocaines";73.030000;0;Activé
"REVANESSE (2x1ml)";0.000000;0;Désactivé
"REVANESSE CONTOUR (2x1ml)";0.000000;0;Désactivé
"Revanesse kiss (2x1ml)";0.000000;0;Désactivé
"REVANESSE PURE (2x1ml)";0.000000;0;Désactivé
"REVANESSE ULTRA (2x1ml) ";0.000000;0;Désactivé
"Revitalash Revitabrow Soin pour les Sourcils 3 ml";30.000000;1;Activé
"Revolax Deep L (1x1.1 Ml)";30.000000;-1;Activé
"REVOLAX Deep Lidocaine 1,1ml";26.000000;40;Activé
"REVOLAX Fine Lidocaine 1,1ml";30.000000;18;Activé
"REVOLAX SUB-Q Lidocaine 1,1ml";30.000000;-7;Activé
"Salicylic Removing 20x5 ml - MCCM";21.430000;10;Activé
"SAMA PEEL - SIMILDIET, peeling anti acné";26.530000;14;Activé
"Savon Douceur -CEBELIA";6.540000;0;Activé
"Saypha Filler 1ml - Croma (Ex Princess Filler)";34.000000;11;Activé
"Saypha Filler Lidocaine 1ml - Croma ( Ex Princess Filler Lido)";36.950000;7;Activé
"Saypha Rich 1ml - Croma (Ex Princess Rich)";24.000000;8;Activé
"Saypha Volume 1ml - Croma (Ex Princess Volume)";36.000000;6;Activé
"Saypha Volume Lidocaine 1ml - Croma (Ex Princess Volume Lido)";42.000000;8;Activé
"Saypha Volume Plus lidocaine 1ml - Croma (Ex Princess Volume Plus Lido)";52.000000;9;Activé
"Sculptra 2 flacons de 5ml";240.400000;8;Activé
"Sellermania product";0.000000;0;Désactivé
"Sensitive-ID 4x2,5ml - INNOAESTHETICS";29.000000;0;Activé
"Septimyl 0.5% Solution Chlorhexidine Spray 100ml";2.440000;5;Désactivé
"SERINGUE 3DOSE BTX UNIT DOSE INJECTOR";24.860000;70;Activé
"Sérum Out Anti-Âge";0.000000;0;Activé
"Sérum Out Peau Nette";20.000000;2;Activé
"Serum Xtra Face Anti Aging 50ml - Simildiet";24.900000;9;Activé
"Serum Xtra Slimming 30ml - SIMILDIET";14.940000;0;Désactivé
"Silhouette Soft 12 Cones – Sinclair Pharma";0.000000;0;Activé
"Silhouette Soft 16 Cones – Sinclair Pharma";800.000000;0;Activé
"Silhouette Soft 8 Cones – Sinclair Pharma";0.000000;0;Activé
"SILICIUM ORGANIQUE 20x5ml - MCCM";16.739999;13;Activé
"SILICON ORGANIQUE + DMAE 20x5ml - MCCM";20.000000;18;Activé
"SIMETRO 1.25 ML ( Equivalent à RADIESSE)";42.750000;0;Désactivé
"SIMILDIET - ANTIAGING TONIC";0.000000;0;Désactivé
"SIMILDIET - BRIGHTENING PEELING MASK";27.580000;0;Activé
"SIMILDIET - LOTION FIRMING TONIQUE";0.000000;0;Désactivé
"SIMILDIET - LOTION LIGHTENING CLARIFIANTE";0.000000;0;Désactivé
"SIMILDIET - PEELING RENEWING MASK";27.580000;0;Activé
"SIMILDIET - REJUVENATING MASK (Masque Rajeunissant)";0.000000;0;Activé
"SIMILDIET - RESTORING PEELING MASK";27.580000;0;Activé
"SIMILDIET - SOFTENING PEELING MASK (MESOPEEL ARGILAC)";27.580000;10;Activé
"SIMILDIET LIGHTENING TONIC - Lotion Tonique Éclaircissante et Anti-Taches (200ml)";0.000000;0;Désactivé
"Sisthaema Hevo T (1x2ml)";65.000000;0;Désactivé
"Skin Recovery 5x5ml - INNOAESTHETICS";21.200000;9;Activé
"Skin repair Meso 10x5ml - MCCM";41.940000;8;Activé
"SkinFill Diamond Plus 2x1ml";0.000000;0;Désactivé
"SkinFill Gold Plus 2x1ml";0.000000;0;Désactivé
"SkinFill Silver Plus 2x1ml";0.000000;0;Désactivé
"Skinlight Meso 5x5ml - L'ESTHETIC Paris";45.000000;4;Activé
"SLIM BODY MESO 5x5ml - L'ESTHETIC Paris";45.000000;4;Activé
"Slimming 4x5ml - INNOAESTHETICS";16.800000;8;Activé
"Soin Extrême -CEBELIA";20.850000;0;Activé
"Soothing Lotion cheveux -CEBELIA";19.000000;0;Activé
STRIANIX-P;20.940000;0;Désactivé
"STRIANIX-W Crème 100g";20.940000;0;Activé
"STYLAGE HYDRO";27.750000;10;Activé
"STYLAGE HYDRO MAX";34.000000;0;Désactivé
"STYLAGE L (2x1ml)";90.270000;8;Activé
"STYLAGE L Lidocaine (2x1ml)";96.670000;10;Activé
"STYLAGE LIPS MEPIVACAINE (1x1ml)";4.950000;0;Désactivé
"Stylage Lips plus 20 mg - VIVACY Paris";51.730000;6;Activé
"Stylage M (2x1ml) - VIVACY";76.190000;6;Activé
"STYLAGE M Lidocaïne (2x1ml) - VIVACY";86.660000;6;Activé
"STYLAGE S (2x0,8ml) - VIVACY";70.130000;6;Activé
"STYLAGE S Lidocaïne (2x0,8ml)";71.790000;12;Activé
"STYLAGE Special Lips - VIVACY";39.330000;0;Désactivé
"Stylage Special Lips Lidocaine (1x1ml) - VICACY";46.470000;12;Activé
"STYLAGE XL (2x1ml)";111.800000;5;Activé
"STYLAGE XL Lidocaine (2x1ml)";119.440000;4;Activé
"STYLAGE XXL  (2x1ml)";110.260000;5;Activé
"STYLAGE XXL MEPIVACAINE (2x1ml)";0.000000;0;Désactivé
"T.C. Age 5x5ml - INNOAESTHETICS";21.200000;11;Activé
"T35P 5x10ml - MCCM";139.300000;0;Activé
"Télomère+ - BODYPUR";47.100000;-1;Activé
"TEOSYAL Deep Lines";114.100000;0;Désactivé
"TEOSYAL Global Action";114.100000;0;Désactivé
"Teosyal global action (2x1ml)";0.000000;0;Désactivé
"TEOSYAL Kiss";4.950000;0;Désactivé
"Teosyal Puresense Deep Lines (2x1ml)";0.000000;2;Activé
"TEOSYAL PureSense Global Action";114.100000;0;Désactivé
"Teosyal Puresense Global Action (2x1ml)";127.000000;1;Activé
"TEOSYAL PureSense Kiss";124.000000;0;Activé
"Teosyal Puresense Redensity 1 (2x1ml)";49.000000;29;Activé
"Teosyal Puresense Redensity 2 (2x1ml)";110.000000;6;Activé
"Teosyal Puresense Ultimate (2x1ml)";137.000000;2;Activé
"TEOSYAL PureSense Ultimate 2ml";4.950000;0;Désactivé
"TEOSYAL PureSense Ultimate 3ml";4.950000;0;Désactivé
"TEOSYAL PureSense Ultra Deep";138.000000;3;Activé
"Teosyal RHA 1 (2x1ml) Lido";128.000000;1;Activé
"Teosyal RHA 2 (2x1ml)";136.000000;2;Activé
"Teosyal RHA 3 (2x1ml)";115.000000;2;Activé
"Teosyal RHA 4 (2x1.2ml)";149.000000;0;Activé
"Teosyal RHA Kiss 2x0,7ml";103.000000;3;Activé
"TEOSYAL Touch Up";4.950000;0;Désactivé
"TEOSYAL Ultimate";4.950000;0;Désactivé
"TEOSYAL Ultra Deep";4.950000;0;Désactivé
"Tigf 4x2,5ml - INNOAESTHETICS";34.500000;8;Activé
"Tri-Phase Cleanser 250ml - DP DERMACEUTICALS";28.000000;0;Désactivé
"Über Peel Pro 118ml - DP DERMACEUTICALS";120.000000;0;Désactivé
"Über Peel Pro 30 ml - DP DERMACEUTICALS";60.000000;0;Désactivé
"Ultimate Eye Corrector 2x10g - INNOAESTHETICS";24.250000;1;Activé
"Universkin Nexultra L 75ml - Croma";46.000000;0;Désactivé
"Universkin Nexultra O 100ml - Croma";46.000000;0;Désactivé
"URBAN RESIST’ - Bouclier Urbain Multi-Défenses 50ml | Vivacy";33.400000;2;Activé
"V METALL ";0.000000;0;Désactivé
"VCARBON PEELING BIOREVITALISANT ";190.000000;0;Désactivé
"Vitamin Complex 4x5ml - INNOAESTHETICS";30.560000;10;Activé
"Vitamin Rich Repair 250ml - DP DERMACEUTICALS";166.660000;0;Désactivé
"Vitamine A 20x2ml - MCCM";23.500000;5;Activé
"Vitamine C 20% 20x2ml -  MCCM";15.000000;10;Activé
"Vitamine C 20% 20x5ml -  MCCM";15.500000;8;Activé
"VITAMINES AEC 20 x 5ml - MCCM";27.540000;5;Activé
"VITILSI Gel";34.500000;0;Activé
"Vivacy test";0.000000;0;Désactivé
"Whitening Meso Cocktail MCCM 10 x 5ml";42.600000;0;Activé
"Whitening Pack (Melano out Pack )";119.400000;-2;Activé
"Whitening peel 100ml - MCCM";44.400000;7;Activé
"WIQO LIGHTENING SERUM";34.950000;-2;Activé
"WIQO PRX Plus (5x4ml) - WIQO";145.000000;69;Activé
"WIQO PRX-T LADY";74.950000;3;Activé
"WIQO PRX-T33 Peel 5x4ml - Peeling Biorevitalisant Sans Desquamation";117.000000;147;Activé
"WIQO RESTORING CREAM";19.950000;9;Activé
"WITHENING PEEL (Depigmentant) -100 ML";44.400000;-1;Activé
"X-HA 3";4.950000;0;Désactivé
"X-HA VOLUME";4.950000;0;Désactivé
"Xeroskin-ID 4x2,5ml - INNOAESTHETICS";32.080000;9;Activé
"XR Lips Performance - MCCM";30.420000;16;Activé
"XR Magic Cellular - MCCM";41.940000;9;Activé
"Xtra Cream Lightening - Simildiet";39.540000;4;Activé
"Xtra Cream Skin Firming 250ml - Simildiet";44.740000;1;Activé
"Xtra Cream Skin Firming 50ml - Simildiet";24.900000;13;Activé
"Xtra Cream Skin Repair 250ml - Simildiet";87.500000;0;Activé
"Xtra Cream Skin Repair 50ml - Simildiet";27.230000;5;Activé
"XTRA FACE ANTIAGING - Traitement de rajeunissement facial avec peptides biomimétiques + 13 vitamines";52.440000;20;Activé
"Xtra Facelift 3x5ml - Simildiet";41.650000;13;Activé
"XTRA Hair Restorer 5x5ml - SIMILDIET";39.800000;16;Activé
"Xtra Lightening Cocktail Meso 5x5ml - SIMILDIET";56.000000;4;Activé
"Xtra Lightening Plus 5x5ml - Simildiet";56.000000;0;Désactivé
"Xtra Skin Firming 5x5ml - Simildiet";55.930000;11;Activé
"Xtra Skin Lightening Serum 30 ML - Simildiet";25.830000;3;Activé
"Xtra Skin Repair 5x5ml - Simildiet";56.000000;15;Activé
"Xtra Skin Repair Serum - Simildiet";21.580000;34;Activé
"Xtra Slimming 5x5ml - SIMILDIET";55.930000;17;Activé
"YELLOW PEEL (30ml) - SIMILDIET";41.040000;20;Activé
